Orthogroup	d
OG0008677	binding:metal ion binding
OG0008679	binding:nucleic acid binding
OG0008680	binding:protein binding
OG0008681	binding:monooxygenase activity; flavin adenine dinucleotide binding; N,N-dimethylaniline monooxygenase activity; NADP binding
OG0008682	transport:protein binding; ubiquitin-protein transferase activity; early endosome; trans-Golgi network; defense response; abscisic acid-activated signaling pathway; negative regulation of abscisic acid-activated signaling pathway; protein ubiquitination; late endosome to vacuole transport; protein kinase activity; ATP binding; protein phosphorylation
OG0008684	catalytic activity:mRNA 5'-cap (guanine-N7-)-methyltransferase activity; nucleus; NA; 7-methylguanosine mRNA capping
OG0008685	binding:mRNA binding; nucleus; RNA N6-methyladenosine methyltransferase complex; mRNA methylation
OG0008686	catalytic activity:tryptophan biosynthetic process; cytoplasm; para-aminobenzoic acid biosynthetic process; biosynthetic process; 4-amino-4-deoxychorismate synthase activity; anthranilate synthase activity; cytosol
OG0008687	binding:ribosomal large subunit assembly; nucleolus; rRNA processing; 5S rRNA binding
OG0008689	unknown:response to bacterium
OG0008690	unknown:mitochondrial respiratory chain complex I; response to oxidative stress; membrane; respiratory chain complex I
OG0008691	unknown:regulation of mitotic cell cycle
OG0008692	binding:nucleic acid binding; mRNA binding; nucleus; cytoplasm; RNA binding
OG0008694	transport:plasma membrane; plasma membrane phospholipid scrambling; phospholipid scramblase activity
OG0008695	binding:protein binding; mRNA splicing, via spliceosome; U2 snRNP; U2 snRNA binding; nucleus; cytoplasm; cell cortex; cytoplasmic microtubule organization; microtubule plus-end; microtubule plus-end binding
OG0008696	binding:metal ion binding; ATP binding
OG0008697	catalytic activity:histone acetyltransferase activity; nucleus; subtelomeric heterochromatin formation; chromatin organization; acyltransferase activity, transferring groups other than amino-acyl groups
OG0008698	binding:protein binding
OG0008700	transport:purine nucleobase transmembrane transporter activity; plasma membrane; nucleobase transmembrane transporter activity; adenine transport; guanine transport; membrane; transmembrane transporter activity; transmembrane transport
OG0008701	transport:ATP:ADP antiporter activity; nucleotide transport; membrane
OG0008702	signaling:protein kinase activity; ATP binding; protein phosphorylation; protein serine/threonine kinase activity; peptidyl-serine phosphorylation; intracellular signal transduction
OG0008703	unknown:structural constituent of ribosome; mitochondrial large ribosomal subunit
OG0008704	unknown:resolution of meiotic recombination intermediates; reciprocal meiotic recombination
OG0008705	catalytic activity:protein serine/threonine phosphatase activity; protein dephosphorylation
OG0008706	binding:protein kinase activity; ATP binding; protein phosphorylation
OG0008707	catalytic activity:peptidase activity; protein deubiquitination; protein modification by small protein removal; deubiquitinase activity
OG0008709	transport:intracellular protein transport; small GTPase binding; nuclear export signal receptor activity; ribosomal large subunit export from nucleus; ribosomal small subunit export from nucleus; nucleus; cytoplasm; protein export from nucleus
OG0008710	catalytic activity:flavonoid biosynthetic process; chalcone isomerase activity; intramolecular lyase activity
OG0008712	catalytic activity:hydrolase activity, hydrolyzing O-glycosyl compounds; carbohydrate metabolic process
OG0008713	unknown:chloroplast; guanosine tetraphosphate metabolic process
OG0008714	catalytic activity; binding:procollagen-proline 4-dioxygenase activity; endoplasmic reticulum; peptidyl-proline hydroxylation to 4-hydroxy-L-proline; iron ion binding; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen; L-ascorbic acid binding
OG0008715	binding:SRP-dependent cotranslational protein targeting to membrane; 7S RNA binding; signal recognition particle; signal recognition particle, endoplasmic reticulum targeting; endoplasmic reticulum signal peptide binding
OG0008716	binding:pseudouridine synthesis; RNA binding; RNA modification; pseudouridine synthase activity; enzyme-directed rRNA pseudouridine synthesis
OG0008717	binding:nucleic acid binding; intracellular membrane-bounded organelle
OG0008718	binding:lipid binding
OG0008724	signaling:DNA-binding transcription factor activity; ethylene-activated signaling pathway; DNA binding; regulation of DNA-templated transcription
OG0008725	binding:RNA binding; RNA modification; zinc ion binding; intracellular membrane-bounded organelle
OG0008727	catalytic activity:phosphatidylinositol-3-phosphate phosphatase activity; cytoplasm; phosphatidylinositol dephosphorylation; phosphatidylinositol-3,5-bisphosphate phosphatase activity
OG0008728	catalytic activity; binding:GDP-L-fucose salvage; fucokinase activity; transferase activity, transferring phosphorus-containing groups; ATP binding
OG0008730	unknown:nucleus; reciprocal meiotic recombination
OG0008731	binding:RNA binding; RNA modification; protein binding; intracellular membrane-bounded organelle
OG0008733	binding:zinc ion binding; RNA binding; RNA modification; protein binding
OG0008734	binding:protein kinase activity; protein phosphorylation; ATP binding; plasma membrane
OG0008738	transport:water channel activity; channel activity; membrane; transmembrane transport
OG0008740	binding:RNA binding; RNA modification; protein binding
OG0008742	binding:RNA binding; RNA modification; mRNA binding; mitochondrion; RNA processing; mitochondrion organization; protein binding
OG0008744	catalytic activity:endoplasmic reticulum membrane; protein N-linked glycosylation; lipid biosynthetic process; intracellular membrane-bounded organelle; dolichyldiphosphatase activity
OG0008745	unknown:photosystem I; photosynthesis; membrane
OG0008746	unknown:transcription coactivator activity; nucleus; regulation of DNA-templated transcription
OG0008747	binding:DNA-binding transcription factor activity; nucleus; regulation of DNA-templated transcription; sequence-specific DNA binding
OG0008750	binding:DNA-binding transcription factor activity; regulation of DNA-templated transcription; sequence-specific DNA binding
OG0008753	binding:protein binding
OG0008754	unknown; binding:protein folding; plasmodesma; protein-folding chaperone binding
OG0008757	binding:calcium ion binding
OG0008758	unknown:membrane
OG0008759	unknown:chloroplast; cell redox homeostasis
OG0008760	catalytic activity:proton motive force-driven ATP synthesis; proton-transporting ATP synthase activity, rotational mechanism
OG0008761	transport:SNARE binding; intracellular protein transport; lysosome organization; synaptic vesicle; endosome to lysosome transport; synaptic vesicle exocytosis; BLOC-1 complex; lysosome localization; BORC complex; regulation of synaptic vesicle exocytosis
OG0008762	unknown:cytosol; response to desiccation
OG0008764	binding; unknown:microtubule motor activity; ATP binding; microtubule-based movement; microtubule binding
OG0008765	catalytic activity:hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides
OG0008767	transport:copper ion transmembrane transporter activity; plasma membrane; membrane; copper ion transmembrane transport
OG0008768	binding:protein binding
OG0008770	unknown:photosynthesis, light harvesting; membrane
OG0008771	binding:DNA binding; chromatin binding; nucleus; negative regulation of gene expression, epigenetic
OG0008772	transport:protein folding; protein transport; peptidyl-prolyl cis-trans isomerase activity; ribosome binding; protein unfolding; protein folding chaperone; 'de novo' cotranslational protein folding; chaperone-mediated protein folding
OG0008773	transport:mitochondrial outer membrane; transmembrane transport; voltage-gated monoatomic anion channel activity; monoatomic anion transmembrane transport
OG0008774	binding:protein binding
OG0008775	binding:RNA binding
OG0008776	catalytic activity:oxidoreductase activity; cytochrome-b5 reductase activity, acting on NAD(P)H
OG0008777	binding:lipid binding
OG0008778	binding:2 iron, 2 sulfur cluster binding; iron ion binding
OG0008780	catalytic activity:mitochondrial inner membrane; heme A biosynthetic process; membrane; oxidoreductase activity, acting on NAD(P)H, heme protein as acceptor; NA
OG0008781	unknown:meiotic spindle organization; chromosome segregation; male meiotic nuclear division; meiotic DNA double-strand break formation
OG0008782	transport:ATP binding; ATP hydrolysis activity; membrane; ATPase-coupled transmembrane transporter activity; transmembrane transport; ABC-type transporter activity
OG0008783	transport:TRAPP complex; Golgi vesicle transport
OG0008784	binding:nucleic acid binding
OG0008786	catalytic activity:nucleus; cytoplasm; tRNA-specific adenosine-34 deaminase activity
OG0008788	binding:protein binding
OG0008789	catalytic activity:uroporphyrinogen-III synthase activity; tetrapyrrole biosynthetic process
OG0008791	catalytic activity:hydrolase activity, hydrolyzing O-glycosyl compounds; carbohydrate metabolic process
OG0008792	unknown:signal peptidase complex; signal peptide processing; membrane; protein targeting to ER; endoplasmic reticulum membrane; anther wall tapetum development
OG0008794	binding:zinc ion binding; ubiquitin protein ligase activity
OG0008796	unknown:nucleolus
OG0008797	unknown:nucleus
OG0008798	unknown:cellular lipid metabolic process
OG0008799	catalytic activity:acyltransferase activity, transferring groups other than amino-acyl groups
OG0008800	binding:translation initiation factor activity; cytoplasm; eukaryotic translation initiation factor 3 complex; translational initiation
OG0008801	binding:protein binding
OG0008802	binding:protein kinase activity; ATP binding; protein phosphorylation; receptor serine/threonine kinase binding; protein binding
OG0008803	unknown:endoplasmic reticulum; Golgi apparatus
OG0008804	unknown:defense response; membrane
OG0008805	carbohydrate metabolism:Golgi membrane; carbohydrate metabolic process; plant-type secondary cell wall biogenesis; glucuronoxylan biosynthetic process; galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase activity; membrane; xylosyltransferase activity
OG0008806	unknown:regulation of DNA-templated transcription; RSF complex
OG0008807	catalytic activity:aminoacyl-tRNA hydrolase activity
OG0008809	unknown:chloroplast fission; membrane; nucleoid organization
OG0008810	binding:protein kinase activity; ATP binding; protein phosphorylation
OG0008811	unknown:chloroplast; chloroplast thylakoid membrane; NAD(P)H dehydrogenase complex (plastoquinone)
OG0008812	unknown:reciprocal meiotic recombination
OG0008813	binding:peroxidase activity; response to oxidative stress; heme binding; response to reactive oxygen species; cellular response to oxidative stress; hydrogen peroxide catabolic process
